WW_Type,Volume,COD_in,BOD_in,pH_in,Voltage,Power_Density,Coulombic_Efficiency,COD_out,BOD_out,pH_out,Reference,Category
0,9751,5493,3177,8.868666571946845,0.449,375.81,21.59,1410,720,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9412,2241,1137,8.70528597640627,0.823,404.76,22.18,546,243,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8180,5926,3577,6.450507002451125,1.479,1999.07,30.46,1329,695,7.0,Estimated Synergy (Co-digestion),Synthetic
2,3556,5506,2831,6.036325425704662,1.657,1762.54,23.13,1311,589,7.1,Estimated Synergy (Co-digestion),Synthetic
2,5430,7510,4932,7.064524080770671,1.157,2525.36,35.99,1163,616,7.2,Estimated Synergy (Co-digestion),Synthetic
2,6611,5291,3596,8.347454773691814,0.787,2405.47,28.56,1432,865,7.1,Estimated Synergy (Co-digestion),Synthetic
1,9932,4216,2917,7.4347658837277715,0.912,515.49,11.78,1211,750,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6403,5983,3962,7.969435821994508,0.509,693.74,29.49,1564,916,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5041,5697,3923,6.722078135497515,0.724,1104.33,35.48,659,336,7.1,Estimated Synergy (Co-digestion),Synthetic
1,138,4544,2506,7.632049737548255,0.756,300.28,24.27,1026,491,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,8889,2661,1854,8.812164199491356,0.527,491.76,18.07,639,389,7.3,Estimated Synergy (Co-digestion),Synthetic
2,9778,6082,3224,7.027150908100639,1.153,3032.44,34.12,514,175,7.0,Estimated Synergy (Co-digestion),Synthetic
2,2560,7149,4823,7.908874061937745,1.518,1098.51,26.64,1602,936,7.1,Estimated Synergy (Co-digestion),Synthetic
0,614,2448,1360,6.5818616018033245,1.546,348.62,20.11,281,115,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9214,5137,2933,8.351375353456191,1.178,720.11,30.15,1377,698,7.3,Estimated Synergy (Co-digestion),Synthetic
1,3589,4634,3017,8.525911114490127,0.587,438.82,10.35,1820,1095,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1113,2226,1174,7.989126013501476,0.377,142.28,9.8,884,431,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2663,5292,3325,6.194560783448905,1.09,721.48,23.57,967,508,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3490,7997,4236,8.08624694498416,0.772,1129.55,12.18,2021,943,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5569,6278,4062,6.7075727974310615,0.886,395.32,29.89,604,269,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1383,2659,1747,6.355008572770162,0.546,281.16,13.5,966,582,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,8791,7692,5353,6.495882332910524,1.293,1516.86,25.05,1021,549,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7000,5986,3303,7.288970438216805,1.802,2878.3,23.46,289,60,7.2,Estimated Synergy (Co-digestion),Synthetic
0,9917,5331,2718,8.711739990781124,1.315,1143.54,11.9,1935,905,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7810,3619,2285,8.869843863250374,0.38,197.24,15.82,1269,733,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,731,2905,1610,8.278194787253891,0.597,297.72,9.91,1011,512,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2397,2874,1517,7.5972620468256515,0.631,250.42,23.21,1155,564,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,9235,3449,2295,8.363139046583125,1.26,1123.81,33.83,883,519,7.3,Estimated Synergy (Co-digestion),Synthetic
0,2038,2370,1645,7.8255818180893995,0.798,135.29,16.16,583,355,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,697,5062,3082,8.941550466003317,0.718,874.78,24.13,1257,672,7.2,Estimated Synergy (Co-digestion),Synthetic
1,1617,6293,4212,7.285891640911427,0.469,677.22,12.89,2468,1526,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3850,5157,2878,8.360910404753,0.647,1096.37,33.82,919,426,7.2,Estimated Synergy (Co-digestion),Synthetic
2,2424,6627,4035,8.275275053607334,1.433,699.21,19.5,1221,622,7.1,Estimated Synergy (Co-digestion),Synthetic
1,7648,5048,3089,8.252188520998041,0.656,631.4,10.34,1911,1076,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9303,4274,2227,7.970340314172882,0.825,511.84,20.36,890,397,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,107,4555,2999,7.732780097643472,0.746,489.24,15.48,889,495,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7071,6563,4013,6.498102940248586,0.661,652.41,20.52,2876,1638,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,5210,2612,1688,8.46113252234692,0.685,481.15,28.08,574,320,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,7283,7248,4229,8.952330957109494,1.199,2308.48,18.21,1737,887,7.2,Estimated Synergy (Co-digestion),Synthetic
2,3811,3560,1846,6.0880924773071765,1.509,606.12,23.75,536,222,7.1,Estimated Synergy (Co-digestion),Synthetic
0,9687,5557,3379,8.130728395869934,0.721,895.76,26.99,1345,716,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9446,2587,1466,6.521284779407232,0.714,414.25,10.1,1088,572,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,6550,7038,3788,7.841332256447097,0.904,1188.02,26.63,1085,470,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9222,6384,3353,8.028532686226303,0.946,2668.31,19.18,1379,623,7.3,Estimated Synergy (Co-digestion),Synthetic
0,5163,5830,3240,7.9286457301761235,1.213,836.83,18.66,1510,742,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,1048,5373,3502,8.710823533040385,0.571,762.38,12.72,1310,749,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7518,4454,2377,7.169278162279476,0.594,429.5,15.07,1754,865,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,5726,2595,1306,7.264332124737742,0.633,1300.77,22.37,151,37,7.4,Estimated Synergy (Co-digestion),Synthetic
2,9741,7394,4887,6.054019666801364,1.669,3132.87,22.36,1273,695,7.1,Estimated Synergy (Co-digestion),Synthetic
2,7255,6493,3530,6.3607416795350264,0.623,1486.68,18.73,1091,487,7.1,Estimated Synergy (Co-digestion),Synthetic
1,1862,5048,2826,8.22957959619481,0.389,607.08,20.71,1529,771,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,3298,7374,3803,6.718530509728614,1.459,374.35,25.72,407,96,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,760,3348,1842,6.660675904131946,1.197,993.43,28.45,679,318,7.3,Estimated Synergy (Co-digestion),Synthetic
1,827,4527,2781,7.552339055265124,0.645,350.07,16.41,958,505,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6848,2405,1494,7.893922659275966,0.707,342.03,12.89,740,414,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8870,4901,2707,6.81470629425312,0.617,882.74,12.83,1756,888,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6816,6875,4268,8.722140494138541,0.456,721.97,14.2,2691,1542,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,5510,3455,1921,6.6209777353152806,0.623,211.99,9.0,1441,743,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,4797,7926,5235,7.716145930107903,1.018,811.39,30.62,1637,924,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,955,3812,2169,7.522235816153427,1.518,446.09,27.15,324,119,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,3728,6096,3523,8.189580926545435,0.833,697.73,12.68,1814,942,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6346,2987,1984,6.004695315574419,0.625,186.06,11.27,1493,932,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4133,7443,4292,7.368709526866626,0.604,551.66,16.02,1675,837,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,8022,4702,3056,7.23802597825019,0.749,687.45,22.56,1292,748,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7644,7659,4092,7.913631277990902,1.491,2587.88,33.32,761,284,7.3,Estimated Synergy (Co-digestion),Synthetic
0,2566,4282,2557,7.731599660203653,0.419,261.91,23.78,929,478,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7561,3819,2205,8.555523710621843,0.778,231.88,20.82,880,442,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1923,3474,2049,7.737799061461581,0.815,218.34,22.65,1441,788,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1735,7499,4781,7.1236586610603645,0.473,656.08,11.57,1621,890,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3373,2913,1827,7.021812499743875,0.685,741.84,25.64,222,84,7.2,Estimated Synergy (Co-digestion),Synthetic
1,3799,3463,2415,7.362004863588345,0.785,258.22,16.99,1397,902,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,4752,3178,1721,8.776911990076007,0.947,701.36,21.09,956,466,7.2,Estimated Synergy (Co-digestion),Synthetic
1,6728,4169,2181,8.867756486865957,0.483,583.9,15.79,1380,657,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,4254,7619,3856,8.912226461031745,1.128,1464.37,18.69,2425,1111,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,5598,4390,2581,6.906999748054481,0.754,411.87,15.97,651,305,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,458,6931,3946,7.741402802981088,0.741,1479.1,30.32,996,448,7.2,Estimated Synergy (Co-digestion),Synthetic
0,3270,5835,3268,6.977469352693349,1.505,797.18,29.53,1025,476,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,3830,4046,2803,8.728363832811727,1.106,494.44,25.4,1433,909,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9268,3207,1780,8.631271743054567,1.371,254.77,19.31,713,342,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7266,6790,3904,6.85735066657761,0.476,993.08,14.53,2245,1173,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3636,7810,5302,7.36793782727981,0.646,908.1,18.56,1652,962,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1963,2115,1058,7.9205949346788715,0.926,361.5,23.87,410,173,7.0,Estimated Synergy (Co-digestion),Synthetic
2,7761,3724,2551,6.057348283289292,1.087,1400.42,29.53,701,403,7.1,Estimated Synergy (Co-digestion),Synthetic
1,376,3999,2655,7.000221966477332,0.774,344.51,20.53,821,465,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4308,5559,3107,6.04294583300118,0.677,658.74,17.26,2668,1398,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2335,2200,1437,8.537764319033197,1.017,106.59,19.99,753,449,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2114,3381,1897,7.647391008831518,0.752,353.19,20.09,1384,720,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,5747,7185,3702,7.501872804211254,0.861,1023.67,10.75,2744,1302,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2655,7409,4120,8.410448229890655,1.613,1564.58,32.35,1781,866,7.2,Estimated Synergy (Co-digestion),Synthetic
0,5889,2436,1234,6.6438842197764085,0.939,521.65,17.92,272,100,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,7751,7575,4627,7.911272511242715,0.669,923.53,12.82,2718,1522,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,6946,4307,2276,8.326038451209406,0.5,493.04,12.79,1860,914,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7116,7835,4548,6.30824475735727,0.768,3236.62,30.48,1339,640,7.4,Estimated Synergy (Co-digestion),Synthetic
1,6156,4437,2437,8.222712168456214,0.531,328.13,14.01,1742,883,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,9110,4188,2447,7.131940984218971,0.9,646.26,11.2,1748,948,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7194,7001,3695,6.7626941512460865,1.726,1471.53,24.17,1255,551,7.3,Estimated Synergy (Co-digestion),Synthetic
0,9921,7832,4081,8.345471590034807,1.083,490.64,18.47,1498,658,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,1478,5374,2806,7.903272435859751,1.312,198.84,28.55,1400,647,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,4524,5237,3113,8.640470213764456,0.74,1600.71,26.37,1409,744,7.1,Estimated Synergy (Co-digestion),Synthetic
2,7270,7147,4966,6.156595887134915,1.352,2110.6,27.46,1790,1094,7.0,Estimated Synergy (Co-digestion),Synthetic
0,7580,4096,2139,7.547585708136984,0.722,995.2,14.25,783,344,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8116,6493,3783,7.47859375334234,0.633,896.35,18.88,2591,1396,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3359,4277,2790,7.3647566685227615,0.546,342.15,11.77,853,472,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,5918,4222,2792,6.3606216873617285,0.475,259.11,12.35,1349,808,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,3809,7647,4692,7.989022038425327,1.023,1515.79,24.99,1625,856,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8935,6711,3443,6.6847060904810975,0.884,2335.59,32.7,957,387,7.0,Estimated Synergy (Co-digestion),Synthetic
1,5323,2392,1310,7.592212065860508,0.769,315.04,18.21,514,242,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7759,5270,2783,7.86724092469799,0.814,712.33,11.64,1233,567,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7106,5483,3446,8.429580562081759,1.63,1318.25,29.2,1188,643,7.0,Estimated Synergy (Co-digestion),Synthetic
1,3413,4841,2563,6.02352477231575,0.625,404.99,9.8,1527,731,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2883,5644,3893,8.886930608963352,1.159,1887.04,27.79,1517,929,7.1,Estimated Synergy (Co-digestion),Synthetic
2,1857,7085,4766,7.444000129606994,1.8,2203.44,22.05,289,51,7.2,Estimated Synergy (Co-digestion),Synthetic
2,9897,5752,3102,8.854289431085498,1.581,2239.5,31.43,1510,721,7.1,Estimated Synergy (Co-digestion),Synthetic
0,7286,2869,1791,8.943533510286883,0.504,536.64,25.1,762,422,7.4,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2995,2929,1908,6.485014308710886,0.999,507.05,18.66,420,216,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3767,5671,3701,8.56562095505511,1.198,1940.18,29.6,1425,819,7.2,Estimated Synergy (Co-digestion),Synthetic
2,8248,7847,5191,6.53366437214707,1.211,3593.0,22.99,1485,826,7.2,Estimated Synergy (Co-digestion),Synthetic
0,1296,6105,4153,6.461421073924823,1.666,1191.8,23.22,1024,572,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,9271,4451,2896,8.755279296436226,1.556,1500.99,21.87,1007,568,7.1,Estimated Synergy (Co-digestion),Synthetic
0,3262,3105,1960,6.72119673868052,0.645,681.22,16.44,434,215,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,2013,3216,1720,8.600311063518001,0.636,560.1,21.3,955,459,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,1232,2699,1581,8.711272715325427,1.447,498.09,28.6,585,295,7.4,Estimated Synergy (Co-digestion),Synthetic
1,3280,6316,3480,6.887084022124813,0.687,372.86,18.04,2285,1154,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,2568,3390,2244,8.507477783731549,0.891,965.7,29.63,719,408,7.1,Estimated Synergy (Co-digestion),Synthetic
0,6714,5252,2922,7.275684556313082,0.437,427.81,29.27,1195,577,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,5545,3380,2178,6.6016807532189485,0.46,208.59,14.7,917,525,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,4182,7630,4792,7.2478317137455655,0.814,904.55,22.7,1685,914,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,305,6591,4484,8.420080559084218,1.677,1752.09,23.61,1381,805,7.3,Estimated Synergy (Co-digestion),Synthetic
2,3373,6538,3620,7.552788903946566,0.933,2088.44,28.33,909,394,7.4,Estimated Synergy (Co-digestion),Synthetic
2,252,7754,5054,6.307547892199423,1.172,1680.75,24.33,998,499,7.3,Estimated Synergy (Co-digestion),Synthetic
2,7363,5494,3254,8.762983563289728,1.265,1980.26,29.96,1566,830,7.3,Estimated Synergy (Co-digestion),Synthetic
0,2220,7260,3939,7.995438582715217,0.543,414.62,26.52,1406,645,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,7206,3497,1862,8.358616956783173,1.186,429.6,12.87,736,336,7.0,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1393,6769,3977,6.704920214987858,0.728,741.42,16.39,1637,842,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,1576,5407,3636,6.53776683572337,1.432,716.77,21.61,1210,704,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,551,4475,2497,8.614242102572563,1.269,1218.67,20.59,1021,495,7.2,Estimated Synergy (Co-digestion),Synthetic
2,4790,5250,2637,8.022059757176379,0.603,1559.51,23.11,1043,445,7.1,Estimated Synergy (Co-digestion),Synthetic
0,3049,5168,3029,8.633953490954504,0.993,384.29,17.6,1815,973,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,6440,3473,1879,7.144323124239934,0.926,516.39,20.07,1385,693,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,7744,6855,4785,6.975761717773656,0.884,1152.0,9.51,2290,1455,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,617,7444,5179,7.666486272317581,0.499,710.81,12.79,2123,1322,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,6341,7922,4386,6.86238499469175,1.455,3954.81,30.72,1390,638,7.0,Estimated Synergy (Co-digestion),Synthetic
1,6263,4600,2384,7.7971337614511445,0.733,619.29,13.49,1925,926,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1406,5849,3451,8.016168116256761,1.272,1405.03,22.44,1383,712,7.1,Estimated Synergy (Co-digestion),Synthetic
2,9469,6916,4764,8.209605685004377,1.604,1535.14,27.74,1186,674,7.3,Estimated Synergy (Co-digestion),Synthetic
0,4496,3091,2124,7.625970224669298,1.581,271.54,27.21,495,276,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8467,7285,3790,6.024959826681576,0.531,529.36,17.31,2361,1114,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,3776,4426,2853,6.027162484741113,1.216,1270.19,27.95,1087,615,7.3,Estimated Synergy (Co-digestion),Synthetic
2,8660,4804,3245,8.216169452179699,0.541,1113.33,21.2,1080,632,7.1,Estimated Synergy (Co-digestion),Synthetic
2,8352,7041,4552,7.8201951741523095,1.422,1236.82,36.0,757,353,7.3,Estimated Synergy (Co-digestion),Synthetic
2,5383,4366,2658,6.6008460536028775,1.354,1670.1,32.16,637,308,7.0,Estimated Synergy (Co-digestion),Synthetic
1,6964,4556,2810,7.614995829767141,0.548,510.46,23.09,1113,602,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2917,2444,1649,7.9138627880542165,1.388,306.82,22.76,655,393,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,8133,2062,1151,7.331758363519134,0.404,225.95,17.17,822,424,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7396,2822,1813,6.034477419894346,1.001,1274.64,19.0,598,330,7.3,Estimated Synergy (Co-digestion),Synthetic
0,341,4668,3105,7.3386036629326306,1.464,177.37,32.07,734,395,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,8568,2060,1175,8.485666793718245,1.226,230.66,27.1,430,210,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,1300,6409,4410,8.628958299426934,0.395,475.27,15.72,2413,1528,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,186,4512,2567,7.385530443825331,0.631,229.6,14.23,1332,681,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,1747,7164,3818,6.0059764056572105,0.664,682.53,14.41,3433,1715,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,4833,2498,1369,7.062813981651647,0.543,241.29,25.19,244,92,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,3730,2146,1217,8.248171358403477,1.217,864.4,24.59,364,169,7.3,Estimated Synergy (Co-digestion),Synthetic
2,6418,7097,3792,7.500338256229881,1.133,3310.16,31.4,781,303,7.0,Estimated Synergy (Co-digestion),Synthetic
0,5027,5388,3057,6.428525894442996,1.271,474.37,21.21,578,236,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,9112,2192,1103,8.378274340718438,0.411,334.13,21.7,535,236,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,3993,3096,1879,8.508353109621746,1.258,555.22,20.04,935,511,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,4534,2658,1783,8.647679630317041,0.574,165.08,13.55,834,506,7.4,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3819,4581,2729,6.54516987968447,0.732,574.94,16.01,1170,615,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,2704,4382,2393,8.827637819030716,0.355,439.09,12.65,1233,601,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5726,4890,3087,8.126296965687462,0.541,955.05,29.39,921,489,7.0,Estimated Synergy (Co-digestion),Synthetic
1,6560,5575,3398,6.199389977328816,0.707,629.29,18.2,1896,1053,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,3892,5426,3441,7.861421355155912,0.793,409.39,12.34,1164,635,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
0,1090,4946,2901,8.322908048833785,1.33,555.8,25.18,1415,743,7.2,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,153,4575,2472,6.941480424673246,0.908,711.55,27.58,249,60,7.2,Estimated Synergy (Co-digestion),Synthetic
2,5555,4640,2862,6.400951744231554,1.099,1281.8,35.26,837,430,7.2,Estimated Synergy (Co-digestion),Synthetic
0,4434,6290,4326,7.909122844600123,0.757,587.22,16.68,1132,649,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,8057,7705,4872,8.444819185621618,1.426,3092.56,20.06,2094,1178,7.3,Estimated Synergy (Co-digestion),Synthetic
0,9060,5748,3172,6.101029211623392,1.448,630.57,23.21,1630,804,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,2203,2365,1602,6.975871855085243,0.862,316.1,20.91,572,339,7.1,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,5088,5839,4049,8.479956172381922,0.811,823.53,19.32,1901,1196,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,6496,4828,2539,6.067277667486166,0.948,1873.99,26.89,1123,514,7.3,Estimated Synergy (Co-digestion),Synthetic
2,265,5486,3581,7.871229254592027,1.527,566.21,33.66,778,400,7.2,Estimated Synergy (Co-digestion),Synthetic
0,167,3596,2257,8.19901085888506,1.145,185.45,22.59,836,457,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
2,5841,7089,4029,7.583032398665085,0.853,3505.44,37.73,738,298,7.3,Estimated Synergy (Co-digestion),Synthetic
1,9329,7834,5404,8.498495705607226,0.534,1276.32,10.2,2134,1310,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,1548,2570,1643,7.945916870306447,0.894,367.52,29.67,393,202,7.1,Estimated Synergy (Co-digestion),Synthetic
1,7186,6188,4268,6.181814723144729,0.666,396.53,10.5,2500,1596,7.2,inarah.co.id/IRJET (Shrimp MFC),Synthetic
1,2790,5255,3629,8.644846919633993,0.633,600.99,16.83,2464,1593,7.3,inarah.co.id/IRJET (Shrimp MFC),Synthetic
2,7275,7148,4179,6.2536961342917134,1.278,3203.34,33.2,1209,581,7.1,Estimated Synergy (Co-digestion),Synthetic
0,9246,3262,2076,7.126323329003738,1.496,940.56,17.23,577,305,7.1,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
0,3394,3230,2162,6.187182205794832,0.781,172.19,31.0,481,257,7.3,wasabisys/ResearchGate (Slaughterhouse MFC),Synthetic
1,9216,6589,3802,6.213104667132006,0.438,599.86,14.3,2900,1559,7.0,inarah.co.id/IRJET (Shrimp MFC),Synthetic
